Year,Month,households,subsidies,urban_popln,const_price,new_const_units,income,interest_rate,gdp,unemployment_rate,home_prices
2013,10,124587,33.283,81.483,209.3,736,12893.4,0.14,56272,7.4,154.2
2013,11,123229,33.806,81.671,209.8,797,12999.8,0.09,55859,7.0,153.619
2013,12,124587,33.806,81.483,209.8,797,13079.5,0.09,55859,7.0,157.52700000000002
2014,1,125819,34.23,81.671,211.7,894,13270.2,0.08,57702,6.3,165.905
2014,2,122459,37.55,81.483,212.7,838,13386.8,0.09,56642,6.3,163.393
2014,3,122459,34.23,81.299,213.4,834,13360.4,0.12,57536,7.0,160.994
2014,4,122459,33.283,81.119,213.6,891,13360.4,0.08,56968,5.8,165.905
2014,5,121084,33.283,81.671,214.3,863,13312.9,0.07,56345,6.1,163.66
2014,6,124587,34.859,81.483,214.5,908,13386.8,0.08,56968,5.8,165.215
2014,7,124587,34.859,81.299,214.8,908,13486.3,0.08,57702,6.0,165.812
2014,8,121084,35.771,81.299,215.5,955,13624.4,0.08,57702,5.7,161.28799999999998
2014,9,124587,33.283,81.671,215.7,920,13486.3,0.09,56642,5.9,161.28799999999998
2014,10,121084,33.806,81.862,215.9,975,13445.9,0.14,57536,5.9,165.812
2014,11,124587,37.55,81.299,215.8,954,13719.1,0.13,56968,5.6,167.335
2014,12,122459,33.806,81.862,215.5,945,13719.1,0.08,58121,5.7,168.051
2015,1,125819,34.859,81.862,215.8,988,13905.7,0.08,58486,5.4,173.132
2015,2,125819,33.806,81.671,215.3,893,13865.6,0.09,58787,5.8,170.053
2015,3,125819,37.55,81.483,215.0,962,13905.7,0.11,58470,5.6,169.799
2015,4,123229,33.283,81.862,214.5,954,13797.7,0.11,58121,5.6,169.12900000000002
2015,5,126224,33.806,81.483,213.7,954,13848.0,0.09,58486,5.7,171.19
2015,6,126224,35.771,82.058,213.7,962,13797.7,0.15,58787,5.8,172.13299999999998
2015,7,127586,33.806,81.299,213.7,974,13865.6,0.08,58470,5.5,172.13299999999998
2015,8,125819,35.771,81.299,213.3,1000,13996.9,0.12,58486,5.3,175.738
2015,9,126224,34.859,81.862,212.5,1000,14060.2,0.12,58376,5.3,175.738
2015,10,127586,37.55,81.671,212.4,988,13993.4,0.08,58787,5.6,172.13299999999998
2015,11,122459,33.213,81.119,211.7,1001,13811.3,0.09,58121,5.7,173.132
2015,12,123229,34.859,81.299,210.9,954,13811.3,0.08,58121,5.7,169.799
2016,1,125819,34.859,81.299,211.4,1060,14160.1,0.38,58787,4.9,181.85
2016,2,122459,35.771,81.299,211.3,947,14095.5,0.37,58470,5.0,175.14700000000002
2016,3,128451,34.859,81.862,211.6,1047,14106.2,0.4,58376,5.0,177.558
2016,4,127586,38.859,81.299,212.7,1012,14135.4,0.37,58787,5.1,176.62400000000002
2016,5,127586,33.806,81.299,213.7,1003,14135.4,0.12,58787,5.7,173.828
2016,6,128451,35.771,81.862,214.6,1059,14095.5,0.4,59084,5.1,176.62400000000002
2016,7,128451,33.806,81.483,215.3,1052,14095.5,0.38,58704,5.1,175.14700000000002
2016,8,127586,35.771,81.483,216.0,1087,14121.1,0.4,57386,5.4,172.86
2016,9,126224,33.806,81.671,215.3,1047,14121.1,0.39,59494,4.9,181.85
2016,10,127586,33.806,81.671,214.8,1050,14313.7,0.4,59084,5.0,183.507
2016,11,125819,37.55,81.299,214.5,1070,14209.1,0.54,58787,4.9,181.85
2016,12,126224,35.771,81.483,215.5,1087,14313.7,0.34,57386,4.9,184.139
2017,1,125819,34.859,81.671,217.3,1013,14273.6,0.79,59736,4.7,188.724
2017,2,126224,34.859,82.058,218.8,1171,14678.3,0.98,60099,4.7,189.616
2017,3,124587,33.806,81.671,219.7,1076,14416.8,0.79,59494,4.9,188.724
2017,4,124587,33.806,82.256,221.0,1069,14416.8,0.79,60674,5.0,186.805
2017,5,127586,40.185,81.862,221.7,1200,14373.7,0.91,57386,4.6,189.616
2017,6,125819,34.859,81.862,221.9,1076,14476.3,0.79,59736,5.1,187.313
2017,7,126224,33.806,82.256,221.9,1113,14610.7,0.63,57386,4.7,192.663
2017,8,128451,37.55,82.058,222.4,1090,14610.7,0.85,59736,4.8,194.805
2017,9,126224,37.55,82.256,223.1,1053,14618.7,0.37,57386,5.5,186.805
2017,10,127586,35.771,82.058,223.9,1169,14797.9,1.35,60674,3.9,193.759
2017,11,125819,38.859,82.256,223.9,1197,14706.0,1.22,61093,4.3,193.759
2017,12,128451,37.55,82.459,224.1,1200,14771.1,1.16,60674,4.3,199.227
2018,1,129224,35.771,82.664,225.8,1187,14974.8,1.39,62333,4.1,199.227
2018,2,128579,35.771,82.873,228.7,1208,15007.2,1.55,61093,3.7,201.423
2018,3,128579,35.771,82.873,231.3,1216,15007.2,1.58,61619,4.2,198.314
2018,4,128451,44.147,82.664,232.4,1150,15007.2,1.55,61336,4.0,199.227
2018,5,129224,44.147,82.256,236.8,1222,15007.2,1.67,61622,3.9,202.237
2018,6,129224,44.147,82.664,239.2,1267,15237.5,1.88,62414,3.7,204.353
2018,7,128451,40.185,82.256,239.6,1281,15238.6,2.2,62331,3.8,206.539
2018,8,128451,40.185,82.664,239.4,1298,15238.6,2.36,61889,3.6,206.539
2018,9,129224,40.185,82.459,240.0,1184,15501.7,2.0,62414,3.8,206.169
2018,10,129224,35.771,82.256,238.7,1176,15238.6,1.67,62331,3.8,205.12
2018,11,128451,35.771,82.058,238.8,1258,15274.1,2.24,62331,3.8,205.12
2018,12,127586,35.771,82.664,238.3,1246,15274.1,1.75,62414,3.8,207.506
2019,1,127586,44.147,81.671,238.5,1334,15568.9,2.47,62331,3.7,208.138
2019,2,128451,40.185,82.664,238.1,1329,15546.4,2.44,61889,3.4,209.262
2019,3,127586,37.55,82.256,238.1,1289,15553.7,2.5,61889,3.7,208.659
2019,4,128451,38.859,82.256,237.2,1302,15565.7,2.27,62414,3.8,211.808
2019,5,127586,38.859,82.256,237.3,1302,15501.7,2.27,61889,3.6,210.913
2019,6,127586,35.771,82.256,236.3,1257,15565.7,2.39,61889,3.6,210.913
2019,7,128579,44.147,82.256,235.6,1173,15519.6,2.15,61619,3.8,207.047
2019,8,127586,35.771,81.862,234.4,1226,15718.1,1.73,62414,3.7,211.808
2019,9,127586,38.859,82.459,234.4,1208,15778.2,1.75,62945,3.7,213.955
2019,10,128579,40.185,82.256,233.8,1187,15778.2,1.74,62414,3.8,209.262
2019,11,129224,40.185,82.664,232.8,1196,15654.1,1.74,61889,3.5,209.262
2019,12,129224,35.771,82.459,232.2,1206,15654.1,2.02,63257,3.8,211.808
2020,1,129224,38.859,82.664,233.4,1122,16184.9,0.16,61336,5.3,217.63
2020,2,129224,45.299,82.664,234.6,1187,16028.1,0.4,62414,5.9,216.365
2020,3,127586,48.021,82.256,236.3,955,17193.2,0.07,61093,11.0,219.322
2020,4,128451,45.299,82.459,234.3,962,16561.9,0.19,62333,7.5,216.987
2020,5,127586,40.185,82.256,233.3,954,17104.6,0.07,61806,10.2,216.987
2020,6,128451,38.859,82.459,234.8,945,17035.0,0.09,62333,8.5,225.853
2020,7,131434,48.021,82.256,237.0,974,16604.9,0.1,61336,7.5,216.365
2020,8,128579,44.147,82.664,240.9,1258,16547.4,2.0,62945,3.9,239.55900000000003
2020,9,128579,44.147,82.256,246.9,1256,16607.9,2.13,63257,3.8,236.521
2020,10,128451,38.859,82.664,246.4,1329,16547.4,2.27,62945,3.8,245.402
2020,11,129224,40.185,82.873,244.3,1367,16547.4,2.37,62331,4.0,233.235
2020,12,128579,40.185,82.664,248.0,1262,16418.5,1.55,61889,4.2,242.325
2021,1,129224,45.299,82.664,256.4,1170,16751.4,0.08,64157,6.7,233.235
2021,2,131202,48.021,82.459,264.6,954,18020.2,0.06,62945,10.8,245.402
2021,3,131202,38.859,82.459,276.7,1281,16564.3,2.15,64157,3.9,253.426
2021,4,128451,44.147,82.664,291.8,1258,16607.9,2.0,65127,3.7,262.707
2021,5,131202,45.299,82.873,305.9,988,16783.7,0.05,65651,7.5,245.402
2021,6,131434,40.185,83.084,315.7,1195,16819.1,0.12,65127,6.0,273.769
2021,7,131434,48.021,82.256,313.542,1212,16564.3,0.14,63227,6.3,258.381
2021,8,131202,48.021,82.664,313.083,1272,16836.1,1.67,64157,4.0,258.381
2021,9,128451,38.859,82.664,317.136,1272,16564.3,1.67,65651,3.9,258.381
2021,10,131202,45.299,82.256,322.12,962,17316.6,0.06,64157,8.8,270.402
2021,11,131434,45.299,82.459,328.94,1331,16547.4,2.38,64615,3.8,281.393
2021,12,128579,40.185,82.256,335.032,1377,16499.8,2.98,65783,3.5,277.251
2022,1,129224,38.859,82.459,345.742,1347,15963.4,2.4,65286,3.7,297.464
2022,2,131434,48.021,82.459,343.583,1367,16080.8,2.42,65651,3.6,296.353
2022,3,129224,44.147,82.459,345.852,1311,16028.1,2.36,64615,4.5,273.769
2022,4,128451,38.859,82.873,343.786,1413,16080.8,2.6,65783,3.6,291.09
2022,5,128579,40.185,83.084,353.015,1342,16028.1,2.47,65783,3.7,304.755
2022,6,131434,48.021,82.873,349.8,1336,15963.4,2.48,65651,3.5,291.09
2022,7,131434,48.021,82.256,346.79,1349,16080.8,2.48,65286,3.6,291.09
2022,8,131202,40.185,82.459,342.753,1353,16042.6,2.39,65462,3.6,300.55
2022,9,128451,45.299,82.873,336.464,1374,16229.6,2.2,65286,3.7,300.55
2022,10,131202,44.147,82.664,333.796,1430,16368.1,2.41,65462,3.6,299.38
2022,11,131202,48.021,82.873,330.369,1312,16499.8,2.4,65651,3.7,297.025
2022,12,131202,38.859,82.873,326.449,1279,16406.1,2.48,65286,3.7,291.09
2023,1,128451,48.021,82.459,327.338,1433,16564.3,3.3,66341,3.6,297.025
2023,2,131434,38.859,82.664,330.532,1512,16564.3,4.76,66341,3.7,297.025
2023,3,128579,40.185,82.664,331.729,1457,16736.3,3.34,65462,3.4,298.539
2023,4,129224,44.147,82.873,333.366,1469,16823.2,4.49,66078,3.8,296.353
2023,5,128579,48.021,82.459,337.473,1472,16418.5,4.43,65783,3.6,291.09
2023,6,128579,38.859,83.084,337.336,1371,16229.6,2.99,66341,3.5,298.922
2023,7,129224,44.147,82.873,334.576,1388,16770.5,4.73,66078,3.5,301.596
2023,8,128579,44.147,82.256,333.98,1543,16751.4,4.79,66341,3.7,303.796
2023,9,131434,45.299,82.459,332.224,1477,16770.5,4.14,66341,3.8,298.539
2023,10,131202,40.185,82.873,329.69,1534,16564.3,4.94,65462,3.8,296.353
1968,1,58406,0.159,71.879,36.2,1257,3550.7,5.54,24836,3.8,69.263
1968,2,62214,0.278,73.602,37.5,1174,3654.1,6.02,25652,3.6,67.73899999999999
1968,3,59236,0.254,71.879,36.5,1323,3538.4,6.0,25710,3.8,67.33
1968,4,58406,0.327,73.333,36.4,1328,3550.7,5.9,24836,3.6,67.73899999999999
1968,5,62214,0.254,72.247,36.8,1367,3581.3,5.82,25288,3.6,69.263
1968,6,58406,0.278,73.333,38.7,1184,3605.1,6.5,25652,3.5,68.506
1968,7,59236,0.327,72.612,36.2,1370,3565.2,5.78,25781,3.5,69.263
1968,8,62214,0.159,73.602,36.4,1279,3550.7,6.27,25288,3.6,69.263
1968,9,62214,0.159,72.612,37.5,1397,3605.1,6.56,25973,3.4,69.977
1968,10,59236,0.234,72.247,36.8,1348,3605.1,6.02,25973,3.5,69.64
1968,11,58406,0.327,72.974,36.6,1367,3578.5,6.12,25781,3.4,69.977
1968,12,64778,0.234,73.333,37.0,1390,3617.6,6.52,25781,3.6,69.977
1969,1,63401,0.278,73.602,38.5,1257,3705.6,8.98,25973,3.7,68.107
1969,2,60813,0.278,73.633,38.2,1414,3705.6,7.81,25929,3.5,68.506
1969,3,64778,0.278,73.602,39.2,1558,3611.8,6.79,25710,3.7,69.263
1969,4,63401,0.278,73.613,38.2,1318,3611.8,6.3,25929,3.4,68.107
1969,5,64778,0.606,73.633,38.5,1430,3611.8,6.29,26076,3.4,67.33
1969,6,62214,0.327,73.613,38.5,1455,3736.6,8.14,26281,3.5,69.263
1969,7,59236,0.278,73.602,39.2,1432,3758.6,7.21,26079,3.9,68.107
1969,8,64778,0.42,73.602,38.5,1393,3605.1,6.99,25929,3.5,69.263
1969,9,59236,0.327,73.613,38.5,1367,3705.6,7.81,25929,3.5,70.426
1969,10,64778,0.327,73.602,38.5,1406,3679.9,8.85,25973,3.6,69.977
1969,11,60813,0.606,73.602,38.7,1404,3736.6,6.58,26076,3.4,70.426
1969,12,64778,0.42,73.623,38.5,1402,3611.8,7.76,25929,3.7,69.64
1970,1,66676,0.42,73.602,39.2,1434,3830.3,7.51,26281,4.7,67.73899999999999
1970,2,62214,0.606,73.623,39.5,1430,3900.8,8.9,26079,5.0,67.73899999999999
1970,3,66676,0.606,73.623,39.2,1317,3838.2,9.19,26079,4.8,67.33
1970,4,60813,0.606,73.333,38.5,1354,3805.0,7.09,26076,4.7,67.33
1970,5,64778,0.327,73.633,39.2,1334,3778.6,7.41,26079,4.6,68.107
1970,6,64778,0.327,73.643,39.3,1431,3830.3,8.97,26181,4.9,68.107
1970,7,63401,0.606,73.613,39.1,1384,3905.1,6.99,25973,4.8,68.858
1970,8,63401,0.606,73.643,39.1,1609,3882.3,9.15,26079,5.0,68.858
1970,9,66676,0.606,73.602,39.0,1383,3900.8,7.75,25973,5.0,69.64
1970,10,66676,0.944,73.602,39.2,1437,3900.8,6.85,25929,5.2,69.263
1970,11,63401,0.327,73.633,39.2,1457,3882.3,8.61,26076,5.1,68.858
1970,12,63401,0.327,73.333,39.2,1437,3900.0,6.56,26162,5.4,69.263
1971,1,62214,0.606,73.623,38.7,1471,3900.0,5.54,26076,5.2,66.507
1971,2,63401,0.278,73.643,39.0,1448,4029.1,6.87,26281,5.1,67.73899999999999
1971,3,64778,0.606,73.633,39.0,1489,4029.1,6.79,26281,5.1,66.071
1971,4,64778,0.278,73.623,41.1,1709,3978.2,4.17,26328,5.9,65.563
1971,5,60813,0.278,73.613,40.7,1637,3986.5,4.29,26394,6.0,66.938
1971,6,66676,0.278,73.623,41.1,1637,3959.8,5.2,26394,6.1,67.33
1971,7,64778,0.606,73.643,41.0,1699,4029.1,5.33,26328,6.2,66.071
1971,8,62214,0.606,73.623,42.4,1896,4043.3,4.65,26181,5.8,67.33
1971,9,63401,0.278,73.613,42.4,1804,4090.1,5.8,26510,5.9,66.071
1971,10,63401,0.327,73.613,42.7,1815,4110.9,5.98,26394,5.9,67.33
1971,11,64778,0.606,73.602,42.4,1844,4110.9,5.33,26529,6.2,67.33
1971,12,62214,0.278,73.643,42.5,1895,4090.1,5.22,26181,6.0,68.506
1972,1,63401,1.591,73.602,44.0,1942,4204.5,3.88,27478,5.7,66.938
1972,2,68251,2.081,73.663,43.6,2061,4130.6,6.02,28055,5.3,66.938
1972,3,68251,2.639,73.643,44.0,1981,4130.6,3.71,27690,5.8,64.42399999999999
1972,4,63401,0.944,73.633,42.8,1970,4090.1,4.25,27690,6.0,65.563
1972,5,64778,1.591,73.623,44.4,1896,4260.0,5.31,27690,5.4,66.071
1972,6,63401,0.944,73.613,43.8,1936,4130.6,4.66,27666,5.7,66.938
1972,7,69859,2.081,73.653,42.8,1930,4204.5,4.76,27666,5.7,66.507
1972,8,62214,1.419,73.663,44.0,2102,4130.6,5.22,28055,5.5,66.938
1972,9,66676,0.944,73.653,42.8,2053,4132.3,6.04,28088,5.2,68.506
1972,10,68251,0.944,73.643,44.6,1995,4260.0,6.51,27690,5.5,67.33
1972,11,66676,1.591,73.613,44.2,1985,4435.1,4.87,27821,5.6,67.33
1972,12,66676,1.591,73.653,44.4,2121,4411.9,6.12,28088,5.6,67.73899999999999
1973,1,63401,0.944,73.653,44.9,2162,4435.1,7.97,28520,4.7,66.938
1973,2,71120,1.591,73.653,48.3,2124,4504.1,8.58,28687,5.0,66.938
1973,3,69859,2.081,73.663,48.9,2196,4424.1,9.37,28520,4.9,66.938
1973,4,69859,2.288,73.643,48.1,2195,4505.1,8.38,28935,5.0,65.563
1973,5,69859,2.081,73.663,48.3,2299,4470.2,9.84,28935,5.0,67.33
1973,6,66676,1.419,73.653,48.7,2258,4546.9,10.01,28711,4.9,67.73899999999999
1973,7,69859,2.081,73.643,48.7,2066,4488.3,10.5,28935,4.9,67.73899999999999
1973,8,69859,2.081,73.663,48.2,2056,4504.1,8.68,28935,4.9,67.33
1973,9,68251,1.419,73.673,49.8,2061,4488.3,10.24,28935,4.8,68.107
1973,10,66676,2.081,73.623,48.1,2052,4470.2,8.35,28613,5.4,66.071
1973,11,71120,1.419,73.643,49.8,1925,4546.9,10.32,28711,5.1,68.107
1973,12,71120,2.288,73.663,50.6,1869,4507.3,10.51,28687,5.2,67.33
1974,1,69859,1.591,73.643,51.0,1932,4470.2,8.99,28606,5.2,64.42399999999999
1974,2,71120,1.419,73.663,54.4,1938,4438.7,9.45,28520,5.4,65.563
1974,3,71120,1.591,73.633,52.7,1806,4420.1,9.34,28613,5.4,66.507
1974,4,72867,2.639,73.633,56.6,1830,4419.0,9.84,28270,5.3,65.132
1974,5,68251,2.288,73.663,58.5,1715,4411.9,8.18,27478,5.9,66.507
1974,6,71120,2.288,73.663,58.0,1897,4424.1,8.04,28088,5.6,65.563
1974,7,66676,1.419,73.633,58.5,1695,4419.7,6.99,28270,6.7,66.071
1974,8,66676,1.591,73.643,57.7,1634,4484.4,11.23,28711,5.3,68.506
1974,9,68251,1.591,73.623,56.6,1651,4438.2,8.76,28088,5.6,68.107
1974,10,66676,2.081,73.623,58.0,1630,4438.2,9.15,28270,6.4,68.107
1974,11,66676,2.639,73.623,57.9,1590,4419.7,8.49,28055,6.4,67.73899999999999
1974,12,74142,1.419,73.613,58.8,1540,4444.7,7.41,28088,7.1,69.263
1975,1,71120,2.081,73.643,59.6,1588,4435.1,5.49,27690,7.3,66.938
1975,2,69859,2.081,73.633,60.1,1346,4484.4,5.6,28606,7.6,66.938
1975,3,71120,3.059,73.673,58.8,1293,4420.1,5.6,28088,8.2,65.563
1975,4,74142,3.059,73.682,60.1,1278,4504.1,5.91,28270,8.6,66.507
1975,5,68251,2.081,73.673,59.6,1349,4438.2,5.45,28088,7.6,66.071
1975,6,71120,2.639,73.633,60.6,1234,4604.9,5.76,28613,8.7,66.938
1975,7,68251,2.288,73.673,60.8,1276,4564.1,5.49,28214,8.4,68.506
1975,8,74142,2.639,73.653,60.6,1290,4595.3,5.39,28520,7.8,67.33
1975,9,71120,2.081,73.682,61.6,1333,4575.2,5.2,28270,8.0,67.33
1975,10,71120,3.059,73.653,60.6,1134,4590.9,6.51,28520,8.6,69.263
1975,11,71120,3.059,73.673,61.6,1383,4564.1,5.45,28606,7.8,67.33
1975,12,68251,2.081,73.673,60.6,1306,4533.9,6.02,28214,8.0,67.73899999999999
1976,1,76030,2.081,73.653,62.5,1258,4667.6,5.31,29335,8.4,65.563
1976,2,74142,2.081,73.663,64.5,1311,4673.8,4.91,28935,7.7,65.563
1976,3,72867,2.081,73.653,64.0,1347,4653.7,4.82,28935,7.8,65.563
1976,4,74142,3.059,73.653,63.1,1332,4673.7,5.3,28935,7.8,65.563
1976,5,69859,2.639,73.682,63.1,1440,4625.1,5.06,28935,7.5,67.73899999999999
1976,6,76030,2.639,73.653,64.5,1390,4653.7,5.53,29469,7.6,67.73899999999999
1976,7,71120,2.288,73.663,64.5,1322,4705.1,4.61,28935,8.1,68.107
1976,8,74142,3.059,73.673,63.1,1374,4678.3,5.8,29335,7.7,68.107
1976,9,71120,3.059,73.633,66.9,1371,4810.5,5.29,29469,7.6,68.107
1976,10,74142,3.67,73.643,66.9,1388,4678.3,5.02,29250,7.4,69.263
1976,11,74142,2.081,73.653,66.9,1428,4749.8,5.55,29469,7.8,68.107
1976,12,72867,3.67,73.673,65.2,1457,4714.6,5.6,29250,7.8,67.33
1977,1,71120,3.059,73.633,69.2,1457,4758.3,4.69,30626,7.2,65.132
1977,2,76030,2.081,73.663,68.2,1655,4790.6,5.55,30713,7.4,65.132
1977,3,71120,2.639,73.653,70.0,1619,4782.4,5.66,30626,7.0,66.938
1977,4,77330,2.639,73.673,70.2,1548,4789.7,6.1,29749,7.3,66.938
1977,5,74142,2.288,73.653,70.0,1555,4767.9,5.54,30653,7.5,66.071
1977,6,76030,3.059,73.633,69.8,1636,4782.4,5.02,30713,7.2,65.563
1977,7,72867,3.67,73.692,70.2,1687,4789.7,5.94,30653,7.1,67.73899999999999
1977,8,74142,2.639,73.653,72.9,1673,4841.6,6.07,31337,6.8,66.071
1977,9,71120,3.67,73.673,73.5,1865,4983.5,6.85,30713,6.7,66.938
1977,10,69859,2.639,73.682,72.9,1675,4923.4,6.27,30653,7.2,66.071
1977,11,71120,2.081,73.692,72.9,1770,4923.4,6.58,30713,6.7,66.938
1977,12,71120,3.059,73.682,73.1,1634,4983.5,6.2,30713,6.8,68.107
1978,1,72867,3.059,73.673,77.1,1777,4962.0,6.87,31489,6.6,65.563
1978,2,77330,3.059,73.663,76.3,1719,5047.2,7.95,31757,7.2,64.736
1978,3,76030,5.469,73.633,76.3,1785,5033.0,4.9,31982,6.4,65.563
1978,4,74142,5.469,73.663,77.1,1843,5047.5,7.41,31982,6.3,65.132
1978,5,76030,3.059,73.653,78.0,1850,5033.0,8.98,31337,6.1,66.938
1978,6,77330,4.586,73.692,82.2,1905,5156.1,9.99,31982,6.0,66.071
1978,7,72867,5.469,73.682,80.9,1957,5047.2,9.12,31686,6.1,65.563
1978,8,77330,4.586,73.673,80.6,1976,5139.6,9.76,31603,6.1,66.507
1978,9,76030,4.586,73.663,82.2,1944,5171.2,10.06,31621,5.9,68.107
1978,10,77330,3.059,73.692,79.6,1885,5109.5,9.36,31621,5.9,68.107
1978,11,71120,3.67,73.653,82.2,1877,5156.1,10.32,31982,5.8,67.73899999999999
1978,12,76030,2.639,73.653,81.3,1844,5139.6,9.91,31990,5.6,67.73899999999999
1979,1,80776,5.469,73.663,85.7,1850,5191.3,10.24,31990,5.8,65.132
1979,2,77330,2.639,73.663,84.8,1845,5164.0,10.07,32377,5.9,66.938
1979,3,80776,4.586,73.682,86.9,1946,5132.2,10.24,32340,6.1,65.132
1979,4,82368,2.639,73.682,85.7,1866,5159.0,11.31,32095,6.0,66.071
1979,5,82368,5.469,73.682,88.3,2007,5134.3,10.98,31621,6.0,66.071
1979,6,82368,5.469,73.673,86.9,1853,5163.7,10.09,31990,5.6,66.938
1979,7,77330,3.67,73.663,87.6,1759,5153.4,11.43,32318,6.3,66.507
1979,8,74142,3.67,73.663,88.3,1779,5156.6,13.77,31621,6.0,66.071
1979,9,76030,4.586,73.692,86.9,1983,5184.7,10.47,31621,5.9,67.73899999999999
1979,10,83527,4.586,73.663,89.7,1832,5134.3,13.18,32386,6.1,66.938
1979,11,74142,3.059,73.682,88.7,1892,5159.3,13.78,32377,5.9,66.071
1979,12,74142,3.059,73.692,88.3,1863,5159.3,13.78,32377,6.1,66.071
1980,1,83918,5.469,73.738,89.7,1794,5159.0,14.78,32244,6.7,64.42399999999999
1980,2,80776,3.059,73.663,89.1,1803,5159.0,13.18,31990,6.2,64.736
1980,3,80776,4.586,73.692,90.9,1701,5145.1,12.81,32377,6.7,65.563
1980,4,80776,2.639,73.738,89.7,1751,5159.0,14.78,32294,6.5,65.563
1980,5,82368,4.586,73.738,91.7,1532,5145.1,17.61,32236,7.5,65.563
1980,6,83527,3.67,73.692,93.5,1480,5250.2,15.87,32318,7.3,66.071
1980,7,82368,5.469,73.738,93.6,1472,5264.5,15.08,32095,7.5,67.73899999999999
1980,8,80776,3.059,73.673,91.1,1440,5191.3,13.31,31489,7.4,68.506
1980,9,83527,4.586,73.738,95.2,1267,5250.2,18.9,31990,8.8,68.506
1980,10,83918,3.67,73.692,93.7,1272,5257.1,14.7,32340,8.6,69.263
1980,11,83527,3.67,73.673,95.2,1313,5287.2,14.7,32294,8.5,67.73899999999999
1980,12,77330,4.586,73.653,92.7,1378,5257.1,15.87,32366,7.4,67.73899999999999
1981,1,83918,8.691,74.344,98.6,1270,5258.8,19.08,32386,8.7,65.132
1981,2,80776,9.465,74.344,97.0,1395,5216.6,15.93,32095,7.7,66.507
1981,3,82368,10.068,74.194,95.2,1377,5216.6,15.08,32386,7.6,66.938
1981,4,82368,8.691,74.042,96.0,1469,5287.2,17.82,32386,7.5,66.938
1981,5,77330,5.469,73.738,98.7,1246,5370.5,17.61,32386,8.5,66.938
1981,6,85290,10.068,74.194,98.6,1350,5267.1,19.08,32533,7.9,66.071
1981,7,82368,11.096,74.042,98.7,1337,5377.6,18.52,32550,8.0,67.33
1981,8,85290,10.068,73.89,99.1,1222,5430.3,14.7,32340,8.6,68.506
1981,9,80776,6.788,74.194,99.2,1221,5386.1,18.9,32244,8.8,66.071
1981,10,80776,10.068,73.692,99.2,1206,5384.7,10.87,32366,8.6,67.33
1981,11,82368,8.691,73.89,98.7,1074,5398.9,13.78,31686,9.8,67.33
1981,12,82368,6.788,73.89,99.1,1129,5398.9,12.37,31529,9.9,68.107
1982,1,83918,6.788,73.89,100.1,1052,5399.5,13.77,32377,9.0,65.132
1982,2,83918,11.096,73.89,99.8,935,5430.3,13.82,31686,9.6,66.071
1982,3,82368,9.465,74.344,99.8,965,5450.4,14.68,31603,9.6,65.563
1982,4,85290,6.788,74.194,100.1,979,5386.1,15.87,31529,9.6,66.071
1982,5,83527,9.465,74.194,100.1,1060,5384.7,11.43,31982,9.6,67.33
1982,6,85290,8.691,74.494,99.1,930,5459.3,10.31,31337,10.1,67.33
1982,7,83527,9.465,74.042,100.1,1006,5457.7,14.45,31529,9.8,67.33
1982,8,82368,6.788,74.344,100.1,985,5398.9,11.31,31757,10.4,67.33
1982,9,86789,11.096,73.89,100.4,947,5450.4,13.22,31982,9.4,68.506
1982,10,85290,11.246,74.494,100.1,1059,5459.3,8.95,31337,10.4,67.33
1982,11,83527,11.096,73.89,100.4,1079,5450.4,10.31,31757,10.4,68.107
1982,12,83918,9.465,74.194,100.1,1047,5474.3,10.32,31402,10.3,67.33
1983,1,80776,8.691,74.042,100.8,1187,5549.2,9.03,32377,9.3,66.507
1983,2,83527,11.246,74.042,102.4,1135,5520.0,9.03,31603,9.9,66.071
1983,3,83918,8.691,74.042,103.0,1168,5520.0,8.51,32294,9.4,66.507
1983,4,86789,8.691,74.494,102.4,1197,5549.2,9.56,31990,9.5,66.071
1983,5,83527,10.068,74.194,103.9,1300,5561.3,8.63,31990,8.2,66.071
1983,6,85290,11.096,74.494,104.6,1344,5635.9,8.68,32533,8.5,66.938
1983,7,85290,11.096,74.644,104.1,1410,5576.8,9.48,32386,7.7,67.73899999999999
1983,8,83527,11.096,73.89,102.4,1711,5647.0,10.32,32533,7.2,66.071
1983,9,85290,10.068,74.344,104.1,1493,5647.0,9.03,32244,7.9,68.506
1983,10,83918,10.068,73.738,104.6,1586,5775.0,9.43,32906,7.6,68.107
1983,11,83918,11.096,73.89,104.1,1462,5576.8,9.37,32095,7.8,68.107
1983,12,85290,11.246,74.194,104.6,1509,5775.0,9.48,33513,7.6,67.33
1984,1,85290,10.068,74.644,105.9,1595,5851.3,9.56,34871,7.5,66.507
1984,2,83527,9.465,74.042,106.8,1562,5971.0,9.59,35346,7.5,65.132
1984,3,83918,10.068,74.644,106.8,1600,5971.0,9.45,35072,7.6,65.132
1984,4,85290,11.246,74.644,106.4,1683,5884.8,10.51,35072,7.2,64.736
1984,5,85290,10.068,74.042,106.7,1732,5922.6,10.01,34103,7.9,65.132
1984,6,83918,11.246,74.344,106.8,1714,6058.5,10.4,34871,7.3,66.938
1984,7,86789,11.096,74.942,106.6,1692,6079.2,10.24,35346,6.3,66.071
1984,8,83527,12.743,74.644,106.8,1685,6101.7,10.94,34871,7.3,66.071
