Year,Month,households,subsidies,urban_popln,const_price,new_const_units,income,interest_rate,gdp,unemployment_rate,home_prices
1984,9,85290,9.465,74.344,106.6,1642,6057.8,10.94,34871,7.2,67.33
1984,10,83918,10.068,74.494,106.6,1633,6143.3,10.03,35346,7.3,68.506
1984,11,85290,11.246,74.644,107.1,1611,6085.2,9.34,34871,7.5,68.107
1984,12,83527,10.068,74.344,106.6,1629,6057.8,11.93,35346,7.2,67.33
1985,1,89479,10.068,74.344,108.5,1646,6258.1,9.0,36210,7.0,66.507
1985,2,83918,12.743,74.644,108.5,1772,6258.1,7.92,36033,6.9,65.132
1985,3,91124,11.096,74.644,108.5,1715,6308.5,7.84,36210,7.3,64.42399999999999
1985,4,83918,10.068,74.042,107.1,1630,6310.8,8.23,36210,7.3,66.071
1985,5,88458,11.096,74.344,107.3,1665,6341.7,7.88,36033,7.2,66.507
1985,6,89479,11.246,74.942,107.7,1791,6308.5,7.84,36931,6.7,65.563
1985,7,88458,11.246,74.494,107.1,1693,6178.9,8.13,36033,7.2,66.938
1985,8,85290,11.506,74.344,107.3,1685,6406.5,7.88,35582,7.1,66.071
1985,9,88458,11.096,74.344,107.5,1806,6247.8,7.92,36033,6.9,66.507
1985,10,89479,10.068,74.494,106.7,1565,6085.2,9.84,35582,7.5,68.107
1985,11,92830,12.743,74.793,107.7,1749,6406.5,7.12,36210,7.0,66.938
1985,12,91124,10.068,74.942,107.6,1732,6192.8,8.29,35582,7.4,66.507
1986,1,89479,10.068,74.494,107.6,1723,6282.3,8.67,36210,6.9,63.965
1986,2,85290,12.743,74.494,107.6,1753,6247.8,8.9,36931,6.8,64.736
1986,3,91124,10.068,74.494,108.2,1756,6429.8,6.89,36563,6.8,65.132
1986,4,86789,11.506,74.793,107.3,1685,6429.8,7.21,36822,7.1,63.965
1986,5,91124,12.743,74.942,107.6,1833,6461.8,7.36,36822,7.0,65.563
1986,6,91124,12.743,74.494,107.6,1672,6435.8,6.3,36476,7.2,66.938
1986,7,89479,10.068,74.344,107.6,1722,6435.8,6.89,36210,7.1,66.507
1986,8,86789,11.246,74.942,107.7,1763,6429.8,6.3,36563,7.1,66.071
1986,9,91124,11.246,74.644,107.9,1732,6466.0,6.37,36476,6.6,66.507
1986,10,89479,11.506,74.344,107.4,1782,6406.5,7.86,36476,7.2,67.73899999999999
1986,11,91124,10.068,74.494,107.7,1793,6472.9,7.86,36931,6.8,66.507
1986,12,85290,10.068,74.793,107.7,1840,6430.4,6.85,36931,6.8,67.73899999999999
1987,1,91124,14.215,74.942,111.5,1862,6530.5,6.04,38238,6.0,66.507
1987,2,86789,10.068,74.942,109.7,1771,6525.0,7.22,36931,6.2,65.132
1987,3,91124,11.506,75.089,111.5,1694,6574.0,6.58,37454,6.1,66.507
1987,4,86789,10.068,74.644,108.3,1735,6530.5,6.13,37685,6.8,65.132
1987,5,92830,11.506,74.793,109.2,1713,6545.8,6.85,37132,6.3,65.132
1987,6,88458,11.096,74.644,108.6,1635,6527.6,6.85,37685,6.3,65.563
1987,7,91124,11.506,74.494,108.3,1685,6525.0,6.73,37454,6.2,66.071
1987,8,91124,11.096,74.494,108.6,1624,6575.3,6.58,37454,6.2,68.506
1987,9,89479,11.246,75.089,108.3,1587,6545.8,6.87,37685,6.3,68.107
1987,10,92830,14.215,75.089,109.7,1577,6648.1,7.86,36822,5.9,68.858
1987,11,85290,10.068,74.942,111.5,1578,6648.1,6.85,37685,5.9,68.107
1987,12,92830,11.096,74.942,112.6,1632,6619.6,6.91,37132,5.9,68.107
1988,1,95669,12.743,74.644,114.2,1554,6830.1,5.89,38908,5.7,70.426
1988,2,95669,12.743,74.793,114.2,1450,6730.2,7.48,38238,5.6,70.889
1988,3,93347,11.246,74.942,115.3,1600,6730.2,6.91,38359,6.1,70.426
1988,4,92830,11.246,74.793,115.2,1615,6730.2,6.3,38782,6.1,70.426
1988,5,91124,14.215,74.793,115.3,1483,6804.3,7.75,38238,5.4,70.889
1988,6,91124,11.096,74.494,115.3,1512,6804.3,8.98,38359,5.4,71.354
1988,7,89479,12.743,74.494,114.2,1527,6830.1,5.89,38908,6.0,70.426
1988,8,91124,11.506,75.3,117.4,1551,6868.5,8.19,38908,5.5,73.071
1988,9,91124,11.096,74.942,116.1,1531,6804.3,8.3,39328,5.7,71.354
1988,10,93347,11.506,74.644,117.1,1529,6969.9,8.84,39328,5.4,72.635
1988,11,94312,12.743,75.089,117.1,1407,6969.9,8.45,39328,5.8,73.46600000000001
1988,12,94312,11.096,75.089,117.6,1547,6969.9,9.24,38782,5.5,72.24
1989,1,94312,11.506,74.793,118.9,1561,7061.3,9.12,39632,5.4,75.306
1989,2,95669,11.096,74.494,117.4,1597,6971.9,8.55,39328,5.4,74.382
1989,3,92830,14.215,74.942,119.6,1442,7080.0,9.53,40015,5.3,75.734
1989,4,93347,11.506,74.793,118.3,1542,7036.7,9.81,39694,5.5,75.306
1989,5,95669,17.055,75.089,119.9,1449,7050.0,8.76,39691,5.4,75.569
1989,6,94312,14.215,74.644,119.6,1346,7101.4,8.01,40015,5.5,77.009
1989,7,92830,15.487,74.942,119.8,1386,7144.7,8.55,39648,5.6,75.835
1989,8,95669,15.487,75.3,119.8,1429,7144.0,8.53,39759,5.3,76.056
1989,9,95669,18.42,75.3,119.6,1338,7136.8,8.01,40361,5.4,77.20100000000001
1989,10,93347,15.487,74.942,119.6,1333,7136.8,7.99,40015,5.9,77.297
1989,11,93347,17.055,74.942,118.9,1475,7036.7,8.84,39694,5.5,74.382
1989,12,91124,17.055,75.701,119.8,1304,7144.7,9.02,40015,6.1,76.399
1990,1,91124,15.487,75.3,119.0,1508,7136.8,7.99,39648,5.2,75.306
1990,2,95669,20.607,74.942,120.2,1352,7203.3,8.27,40051,5.4,77.009
1990,3,95669,17.055,75.701,120.2,1345,7187.4,8.11,40361,5.4,76.705
1990,4,91124,14.215,75.3,120.1,1332,7187.4,8.24,40051,5.5,76.85
1990,5,92830,14.215,75.3,119.8,1351,7257.3,8.18,40266,5.5,76.52
1990,6,91124,15.487,75.089,119.7,1263,7283.7,7.31,40015,6.0,75.835
1990,7,92830,15.487,74.942,119.6,1295,7245.8,7.84,40382,5.9,77.297
1990,8,92830,12.743,76.097,120.2,1307,7236.8,8.2,39861,5.8,76.705
1990,9,91124,15.487,76.097,120.1,1312,7224.7,8.58,39759,5.5,76.369
1990,10,92830,14.215,75.3,120.3,1282,7178.7,8.97,39691,6.1,75.835
1990,11,91124,20.607,76.488,119.7,1248,7253.4,7.9,39691,6.7,76.056
1990,12,95669,18.42,76.488,119.7,1173,7216.8,7.9,39632,6.9,76.283
1991,1,97107,20.607,75.701,120.3,1149,7258.0,5.73,40015,7.5,76.082
1991,2,92830,17.055,76.097,119.9,1090,7296.7,5.91,40015,8.6,76.193
1991,3,94312,14.215,75.701,120.6,1176,7298.3,6.25,39632,7.2,75.764
1991,4,96426,17.055,75.701,120.3,1093,7296.7,5.56,39691,8.3,75.569
1991,5,95669,17.055,74.942,120.1,1070,7317.7,5.45,39759,8.3,76.109
1991,6,96426,17.055,75.701,120.6,1093,7282.0,5.29,39861,8.2,75.993
1991,7,95669,14.215,75.089,121.4,1076,7338.4,5.6,40046,8.2,75.569
1991,8,96426,20.607,76.097,120.3,1050,7328.0,5.82,40046,8.4,76.056
1991,9,95669,20.607,75.3,120.3,1216,7258.0,5.45,39691,7.4,76.082
1991,10,92830,18.42,75.3,119.5,1076,7203.3,6.51,40046,8.6,76.399
1991,11,96426,15.487,75.3,120.1,1013,7298.3,5.53,39759,7.9,76.109
1991,12,96426,15.487,76.875,121.4,1002,7403.6,4.76,40361,9.0,76.193
1992,1,96426,17.055,76.488,120.6,1061,7513.8,3.9,40051,7.7,76.332
1992,2,96426,18.42,75.3,122.7,1098,7549.3,3.98,40599,7.5,76.087
1992,3,94312,15.487,75.701,121.9,1128,7513.8,3.98,40361,7.6,76.087
1992,4,96426,18.42,76.875,122.6,1083,7535.0,3.65,40382,7.8,76.23899999999999
1992,5,95669,17.055,75.3,122.7,1187,7601.6,3.62,40350,7.2,76.278
1992,6,95669,17.055,75.089,123.0,1189,7700.6,3.07,40997,7.2,76.156
1992,7,95669,20.607,74.942,122.7,1251,7586.9,3.3,40829,7.0,76.264
1992,8,97107,15.487,75.701,122.7,1140,7622.6,3.09,40266,7.6,76.347
1992,9,97107,15.487,75.701,122.4,1123,7601.6,3.07,40266,7.6,76.087
1992,10,97107,14.215,76.488,122.4,1139,7595.9,3.07,40382,7.6,76.087
1992,11,95669,20.607,75.3,123.0,1224,7675.1,3.25,40829,7.2,76.347
1992,12,97107,18.42,76.488,123.0,1199,7684.4,3.5,40599,7.4,76.156
1993,1,96426,21.764,76.488,127.7,1135,7700.6,3.09,40829,7.2,77.03699999999999
1993,2,94312,20.573,76.875,127.4,1236,7646.9,2.99,40829,7.2,76.867
1993,3,99627,21.072,77.257,129.2,1105,7705.4,2.92,40942,7.4,77.03699999999999
1993,4,96426,20.607,76.488,127.7,1216,7689.4,3.05,41423,6.9,77.429
1993,5,97107,21.577,76.875,127.7,1111,7660.8,3.09,40881,7.6,77.03699999999999
1993,6,96426,20.573,76.097,127.4,1193,7675.1,3.04,40599,7.0,77.03699999999999
1993,7,97107,21.577,76.875,129.2,1090,7694.3,3.04,40997,7.5,77.243
1993,8,97107,21.577,76.875,127.4,1264,7675.1,3.5,40829,7.3,77.243
1993,9,97107,21.072,76.488,128.5,1172,7646.9,3.03,40881,7.0,77.795
1993,10,96426,21.764,77.257,128.5,1246,7646.9,3.0,40881,7.0,77.942
1993,11,97107,19.69,77.257,127.4,1235,7660.8,3.0,40997,6.8,77.942
1993,12,93347,21.072,76.488,129.5,1289,7795.0,3.5,40942,6.3,77.795
1994,1,97107,19.69,75.701,132.5,1228,7929.4,3.07,42618,7.0,78.727
1994,2,96426,21.764,76.875,133.3,1353,7898.1,3.97,41713,6.2,79.222
1994,3,101018,21.764,77.257,132.1,1257,7780.4,3.26,42654,6.9,79.222
1994,4,98990,20.573,76.488,132.5,1374,7898.1,3.85,42654,6.3,78.59100000000001
1994,5,97107,20.573,78.008,132.7,1430,7949.0,4.63,42654,5.9,79.782
1994,6,99627,21.764,76.488,133.3,1336,7949.0,4.02,42264,6.2,79.222
1994,7,95669,21.577,76.097,133.4,1281,7905.0,3.85,42154,6.6,79.423
1994,8,95669,24.396,76.875,133.4,1348,7910.6,4.49,42660,5.9,79.595
1994,9,99627,24.396,75.701,137.4,1414,8102.0,5.98,42885,5.6,80.15
1994,10,97107,21.577,78.008,135.0,1378,8024.4,4.33,42264,6.1,80.296
1994,11,99627,21.764,76.488,136.5,1365,8023.9,5.57,42660,6.0,79.782
1994,12,99627,21.072,76.488,136.5,1386,8124.2,5.24,42618,5.7,80.065
1995,1,99627,21.764,77.257,137.7,1423,8064.0,5.49,43044,5.5,80.661
1995,2,103874,24.396,78.008,138.0,1294,8124.2,5.42,42660,5.5,80.59899999999999
1995,3,99627,21.764,77.257,138.0,1413,8124.2,5.8,42654,5.6,80.704
1995,4,98990,24.396,75.701,137.8,1342,8064.0,5.74,42660,5.7,80.661
1995,5,99627,21.577,77.257,138.6,1326,8064.0,6.14,43044,5.7,80.785
1995,6,98990,21.072,78.008,139.2,1242,8362.4,5.39,42885,5.5,81.619
1995,7,101018,24.183,78.008,137.7,1352,8145.6,5.92,42618,5.7,80.42699999999999
1995,8,99627,21.577,76.488,139.6,1265,8219.4,5.76,42885,5.7,81.11
1995,9,102528,23.506,77.257,137.4,1279,8145.6,5.82,43044,5.7,80.661
1995,10,97107,20.573,76.488,139.3,1335,8228.4,6.24,42618,5.7,81.11
1995,11,99627,23.506,77.636,138.9,1360,8064.0,5.6,42654,5.5,80.938
1995,12,101018,21.764,76.875,138.1,1200,8250.5,5.22,42654,5.7,81.619
1996,1,101018,23.506,77.636,137.7,1402,8261.3,5.31,42885,5.6,81.619
1996,2,101018,21.577,78.377,139.6,1317,8335.8,5.56,43044,5.7,81.834
1996,3,102528,23.506,77.257,139.1,1369,8467.1,5.31,43044,5.4,82.929
1996,4,103874,24.396,78.377,140.0,1327,8505.1,5.27,44105,5.4,82.421
1996,5,103874,21.577,78.742,140.0,1423,8467.1,5.27,43044,5.5,82.194
1996,6,99627,23.506,78.377,141.4,1437,8505.1,5.52,44105,4.8,83.257
1996,7,101018,19.69,79.057,141.1,1453,8505.1,5.22,44590,4.8,83.956
1996,8,99627,24.396,78.742,140.4,1468,8533.1,5.4,43856,5.0,83.553
1996,9,99627,24.183,78.742,141.1,1379,8533.1,5.52,43259,5.3,82.75200000000001
1996,10,102528,23.506,78.377,140.9,1392,8444.0,5.27,43856,5.2,82.75200000000001
1996,11,102528,21.764,78.377,140.0,1413,8482.7,5.22,44105,5.2,82.75200000000001
1996,12,101018,24.396,77.636,140.7,1487,8505.1,5.29,44421,5.2,83.956
1997,1,101018,21.072,78.742,141.8,1377,8556.4,5.56,45616,4.9,85.08
1997,2,99627,20.573,78.377,142.5,1545,8723.1,5.2,45203,4.6,85.851
1997,3,99627,21.764,77.636,140.8,1445,8619.0,5.22,45203,5.1,84.45299999999999
1997,4,103874,21.072,78.742,141.1,1438,8661.9,5.24,44590,5.1,83.956
1997,5,102528,21.577,77.636,141.5,1400,8619.0,5.51,44590,5.0,83.956
1997,6,99627,21.764,78.008,141.9,1315,8556.4,5.48,43856,5.1,83.956
1997,7,104705,21.072,77.636,141.8,1313,8768.6,5.27,44590,4.9,86.633
1997,8,101018,23.506,78.008,141.6,1332,8892.2,5.56,46504,4.2,87.09299999999999
1997,9,102528,20.573,79.057,142.1,1442,8834.8,5.56,46504,4.7,86.633
1997,10,98990,21.577,78.008,141.2,1396,8723.1,5.48,45616,4.7,86.147
1997,11,103874,21.764,79.057,141.2,1420,8944.3,5.45,45862,4.9,85.573
1997,12,103874,23.506,78.377,141.1,1428,8892.2,5.49,45862,4.8,87.09299999999999
1998,1,104705,21.072,79.057,142.0,1316,9081.2,5.51,46204,4.4,89.36399999999999
1998,2,102528,19.69,78.377,142.1,1441,9202.0,5.56,46504,4.6,88.87899999999999
1998,3,104705,19.69,78.742,141.6,1477,9299.3,4.69,45862,4.7,89.36399999999999
1998,4,102528,21.577,78.742,141.8,1498,9325.5,5.4,47555,4.4,88.87899999999999
1998,5,103874,21.577,78.377,141.6,1465,9254.2,4.73,47555,4.5,90.31
1998,6,104705,19.69,78.377,141.3,1467,9325.5,4.73,47880,4.2,90.786
1998,7,103874,20.573,78.742,141.2,1552,9374.6,5.57,47555,4.4,91.258
1998,8,103874,21.072,79.057,141.9,1521,9325.5,5.05,47555,4.3,92.199
1998,9,99627,19.69,78.008,142.1,1452,9374.6,4.73,46204,3.9,92.712
1998,10,99627,21.072,79.057,141.8,1452,9299.3,4.61,46504,4.5,92.712
1998,11,104705,21.072,79.234,142.3,1604,9444.1,5.17,47880,4.5,93.208
1998,12,103874,21.577,77.636,141.8,1433,9337.5,5.06,47555,4.4,90.31
1999,1,104705,21.072,79.757,142.7,1599,9484.1,4.81,47880,4.2,94.218
1999,2,101018,21.764,78.742,141.9,1459,9444.1,5.17,46943,4.1,91.717
1999,3,104705,21.072,79.234,141.7,1673,9476.2,4.79,48148,4.2,94.218
1999,4,104705,21.072,78.742,141.7,1580,9501.3,5.06,47880,4.3,95.975
1999,5,102528,21.072,78.377,145.0,1623,9476.2,4.76,47555,4.7,94.785
1999,6,108209,20.607,79.583,144.9,1648,9546.7,4.76,49281,3.8,99.845
1999,7,102528,19.69,79.057,142.2,1597,9476.2,4.68,49281,4.2,96.592
1999,8,108209,21.764,79.757,142.7,1563,9559.1,4.76,48632,4.3,97.863
1999,9,101018,20.607,79.057,143.5,1643,9484.1,5.25,49335,4.2,97.863
1999,10,101018,21.072,79.409,145.0,1593,9546.7,4.99,48632,4.7,97.219
1999,11,104705,21.072,79.409,143.9,1596,9559.1,5.26,47880,4.8,98.523
1999,12,102528,19.69,79.409,143.3,1659,9598.7,4.14,48632,4.3,99.845
2000,1,103874,21.577,78.377,142.1,1574,9837.9,6.14,49335,4.5,102.127
2000,2,108209,21.072,79.583,143.7,1677,9913.7,5.76,49281,4.5,103.678
2000,3,104705,21.072,79.583,143.5,1704,9837.9,5.76,49335,4.2,103.678
2000,4,101018,21.764,79.234,145.4,1610,9954.5,6.01,49911,4.5,103.678
2000,5,109297,21.764,79.583,144.2,1682,9837.9,5.22,49281,4.1,103.678
2000,6,102528,21.764,78.377,142.5,1530,9954.5,6.25,49335,4.2,105.054
2000,7,103874,20.573,79.057,142.1,1495,10035.9,6.03,49335,4.2,102.922
2000,8,101018,20.607,79.234,142.2,1573,10110.3,5.33,49911,4.0,108.302
2000,9,101018,19.69,78.377,142.7,1528,10098.3,5.94,49783,4.2,109.14
2000,10,104705,19.69,79.409,142.7,1513,10139.2,7.13,50024,4.2,107.382
2000,11,104705,20.607,79.409,142.4,1539,10139.2,6.54,49774,3.9,107.382
2000,12,108209,20.573,78.742,142.5,1521,10098.3,6.5,49335,3.9,109.14
2001,1,109297,20.607,79.234,142.4,1456,10214.7,4.6,49783,4.2,109.846
2001,2,101018,21.764,78.742,141.7,1536,10233.1,4.63,49783,4.0,110.5
2001,3,104705,19.69,79.409,141.7,1470,10223.4,6.01,49783,4.4,111.109
2001,4,108209,21.764,79.057,143.5,1574,10211.7,4.82,49783,4.4,112.164
2001,5,109297,19.69,79.583,142.3,1497,10223.4,4.26,49783,4.4,112.164
2001,6,103874,21.072,79.234,143.3,1654,10218.1,4.95,50091,4.3,109.846
2001,7,111278,25.93,79.057,145.0,1582,10298.9,2.92,49783,5.0,115.857
2001,8,111278,23.506,79.234,144.3,1615,10298.9,3.3,50109,4.6,112.796
2001,9,101018,20.573,79.057,142.3,1551,10267.7,3.3,49774,4.6,115.31
2001,10,104705,19.69,79.234,143.3,1599,10298.9,2.96,50109,4.7,115.857
2001,11,109297,20.607,79.583,142.9,1555,10211.7,5.3,50286,4.5,111.652
2001,12,103874,21.577,79.057,143.4,1693,10298.9,2.99,50109,5.0,115.31
2002,1,111278,25.93,79.757,144.1,1632,10623.0,1.64,50091,5.8,119.611
2002,2,104705,25.93,79.757,145.6,1671,10574.2,1.76,50302,5.6,117.845
2002,3,108209,23.506,79.409,145.0,1559,10531.6,1.93,50105,5.7,118.687
2002,4,109297,21.577,79.409,144.7,1625,10539.0,1.75,50362,5.4,118.687
2002,5,112000,27.201,79.583,144.7,1705,10648.2,1.61,50362,5.6,122.888
2002,6,112000,27.201,79.928,145.1,1589,10690.9,1.21,50105,6.1,126.67
2002,7,111278,24.183,79.234,144.7,1615,10616.5,1.68,50362,5.6,122.888
2002,8,108209,24.183,79.409,145.4,1722,10661.8,1.68,50105,5.7,124.78
2002,9,104705,24.396,79.234,144.1,1641,10574.2,1.75,50105,5.7,120.724
2002,10,111278,24.183,79.234,144.6,1601,10621.0,1.73,50091,5.7,121.813
2002,11,109297,24.396,79.234,145.2,1718,10719.9,1.16,50091,5.7,130.148
2002,12,112000,25.93,79.409,145.2,1671,10696.5,1.26,50105,5.6,126.67
2003,1,113343,25.93,79.409,144.4,1654,10719.9,1.43,51512,5.9,128.461
2003,2,113343,27.651,79.757,146.1,1688,10719.9,1.26,50462,6.1,134.969
2003,3,114384,27.651,79.409,145.8,1638,10674.0,1.26,50796,6.2,132.649
2003,4,109297,24.183,79.757,145.2,1662,10719.9,1.24,50796,5.7,132.649
2003,5,112000,25.93,79.583,144.4,1733,10860.6,1.17,51512,5.9,130.148
2003,6,113343,27.651,79.757,149.7,1641,10982.3,1.01,51986,6.0,136.533
2003,7,111278,25.93,80.269,147.2,1680,10991.1,1.26,51986,5.8,136.533
2003,8,116011,29.512,79.409,149.0,1570,11066.7,1.0,51512,5.9,136.29399999999998
2003,9,112000,27.651,79.583,150.0,1719,11066.7,1.01,50462,5.9,138.668
2003,10,111278,25.075,79.583,149.0,1728,11051.2,1.0,50796,6.0,140.179
2003,11,114384,25.93,79.757,150.0,1692,11051.2,1.0,52179,5.3,141.64600000000002
2003,12,109297,25.075,79.928,144.4,1716,10719.9,1.26,50302,6.0,130.148
2004,1,112000,25.075,80.269,149.7,1709,11051.2,1.0,52469,5.9,145.059
2004,2,114384,24.183,79.409,153.4,1718,11057.2,1.22,52469,5.8,145.059
2004,3,113343,27.201,80.269,162.2,1794,11215.8,1.34,52179,5.7,148.278
2004,4,113343,25.93,79.928,165.9,1938,11279.6,1.83,53081,5.4,154.2
2004,5,114384,25.075,79.583,165.5,1893,11153.3,1.26,53081,5.7,148.09
2004,6,111278,25.93,80.269,160.1,1857,11208.9,1.0,52835,5.7,150.015
2004,7,112000,27.201,79.928,162.7,1881,11115.6,1.17,52179,5.5,149.963
2004,8,109297,25.075,79.409,162.0,1911,11208.9,1.53,52179,5.7,152.85
2004,9,114384,24.183,79.757,162.0,1796,11051.2,1.22,52469,5.7,148.09
2004,10,109297,25.075,79.928,166.3,1839,11279.6,1.69,53081,5.7,154.2
2004,11,109297,25.075,79.409,165.9,1758,11153.3,2.2,52469,5.2,153.619
2004,12,112000,25.93,79.757,167.2,1921,11282.5,1.75,52835,5.6,157.52700000000002
2005,1,116011,27.651,80.099,168.1,1892,11268.8,3.07,53868,4.8,168.634
2005,2,114384,29.512,80.269,167.2,1908,11246.1,2.4,53868,5.2,165.812
2005,3,112000,27.201,80.099,165.9,1787,11153.3,2.19,53531,5.3,156.142
2005,4,116011,28.604,80.269,168.6,1927,11246.1,2.96,53868,5.1,167.335
2005,5,116011,27.201,80.099,168.6,2103,11375.5,3.25,54153,5.0,174.792
2005,6,114384,28.604,79.928,168.6,1965,11226.5,2.99,54153,4.8,170.298
2005,7,114384,28.604,79.583,167.8,1886,11375.5,3.07,53868,4.9,169.12900000000002
2005,8,109297,25.075,80.269,165.9,1952,11226.5,3.22,53719,5.0,168.051
2005,9,111278,27.651,80.099,168.6,1922,11352.7,3.07,54317,5.1,171.19
2005,10,116011,29.512,79.757,170.0,1962,11387.1,3.32,54482,4.9,173.828
2005,11,112000,25.93,79.928,170.0,1907,11659.0,3.76,53941,4.9,176.62400000000002
2005,12,109297,27.201,80.099,168.1,1941,11387.1,3.26,53683,5.1,170.298
2006,1,113343,28.604,80.269,179.9,2036,11651.8,4.76,54979,4.3,183.287
2006,2,116011,28.604,79.928,179.9,2048,11744.4,4.43,54927,4.7,183.198
2006,3,113343,27.651,79.583,177.7,2245,11744.4,4.29,55474,4.7,182.823
2006,4,112000,28.604,79.583,177.7,2071,11702.8,4.59,54945,4.4,183.75
2006,5,116011,27.201,79.583,179.9,1897,11746.9,4.79,54886,4.7,184.15
2006,6,116783,29.512,80.438,179.8,2050,11702.8,4.79,54945,4.7,184.329
2006,7,114384,27.651,80.099,181.1,1934,11746.9,5.25,55474,4.7,182.594
2006,8,116783,29.876,80.269,182.6,1877,11800.1,5.26,55278,4.4,184.139
2006,9,116783,27.201,79.928,182.3,2011,11853.7,5.24,54886,4.5,182.321
2006,10,117181,27.201,80.099,181.1,1918,11800.1,5.25,54945,4.7,182.321
2006,11,114384,27.201,79.928,180.7,1893,11901.9,5.24,54886,4.5,184.329
2006,12,116011,28.604,79.928,183.5,1888,12066.4,5.07,55278,4.6,182.798
2007,1,113343,27.651,79.757,181.1,1822,11958.6,4.94,55497,4.6,182.798
2007,2,112000,29.512,80.099,183.4,1640,12070.9,4.81,55497,4.4,182.823
2007,3,117181,29.512,80.099,183.7,1623,12053.3,4.99,55403,4.4,184.598
2007,4,117181,27.651,80.606,184.0,1539,12052.8,4.99,55857,4.6,184.364
2007,5,114384,28.604,79.928,184.0,1536,12080.4,5.17,55454,4.4,181.6
2007,6,116783,28.604,80.438,183.9,1481,12070.9,4.76,55490,4.8,180.254
2007,7,117538,32.883,80.269,183.9,1534,12080.4,5.25,55857,4.5,181.6
2007,8,117181,27.651,79.757,183.3,1512,12080.4,5.26,55342,4.7,183.287
2007,9,117181,32.669,80.438,183.7,1356,12070.1,3.5,55490,4.7,177.558
2007,10,117181,29.876,79.928,183.7,1405,12080.4,4.05,55342,4.7,178.16400000000002
2007,11,117538,32.883,79.928,183.5,1390,12120.5,4.09,55490,4.6,178.766
2007,12,117181,29.512,79.928,184.0,1328,12070.1,3.56,55342,4.9,180.91
2008,1,117538,32.883,80.772,186.9,1331,12120.6,3.24,54979,5.2,161.28799999999998
2008,2,117538,33.806,81.119,188.1,1274,12149.0,2.61,55278,5.0,176.544
2008,3,116783,29.512,80.944,188.1,1195,12141.8,2.16,54341,5.4,163.393
2008,4,117538,32.883,80.606,195.8,1022,12447.1,0.8,54569,5.9,161.987
2008,5,119927,34.23,80.772,187.1,1142,12188.7,1.76,54482,5.8,163.566
2008,6,117181,32.883,80.772,186.9,1142,12145.9,1.73,54482,5.6,163.66
2008,7,117181,29.512,80.438,187.8,1087,12149.0,0.8,54482,6.3,163.086
2008,8,117181,28.604,80.606,194.1,1017,12500.1,0.8,54569,5.8,164.06400000000002
2008,9,116783,28.604,80.944,188.1,1160,12137.1,1.34,54401,5.3,163.66
2008,10,117181,29.512,81.119,203.4,1055,12591.4,0.79,54979,7.1,158.327
2008,11,117181,32.669,80.438,191.2,1076,12376.6,0.65,54401,6.7,158.327
2008,12,116011,29.876,80.438,199.7,1021,12592.5,0.39,54927,6.8,158.327
2009,1,117538,33.283,80.944,190.3,777,12288.8,0.11,53081,9.5,147.85
2009,2,116011,32.669,80.438,189.7,819,12285.8,0.13,53941,8.4,148.278
2009,3,114384,29.512,80.772,191.2,839,12361.5,0.11,53221,9.5,151.507
2009,4,117538,33.213,80.944,194.8,846,12345.9,0.16,53683,8.9,152.85
2009,5,116011,32.883,80.438,189.7,818,12320.0,0.11,53081,8.9,147.784
2009,6,116783,27.651,80.438,187.8,797,12230.6,0.09,53221,9.5,148.134
2009,7,116011,27.651,80.438,187.8,797,12288.8,0.18,53531,9.4,147.784
2009,8,121084,32.883,80.606,187.8,792,12230.6,0.16,53719,8.8,147.784
2009,9,119927,34.23,81.119,189.4,721,12285.8,0.2,53531,9.4,147.94899999999998
2009,10,116011,32.669,80.438,186.9,746,12242.7,0.18,54317,8.3,148.278
2009,11,119927,33.213,80.944,187.6,844,12241.9,0.09,53531,9.3,150.015
2009,12,114384,27.201,80.944,187.1,750,12230.6,0.4,54100,8.4,147.929
2010,1,116011,29.512,80.606,192.2,689,12376.6,0.12,54100,9.3,145.721
2010,2,119927,33.283,80.772,194.1,670,12447.1,0.11,54482,9.5,145.631
2010,3,116783,29.512,80.772,193.3,635,12540.3,0.12,53719,9.9,145.859
2010,4,116011,32.883,80.944,190.9,737,12320.0,0.11,53683,9.6,147.694
2010,5,119927,34.23,80.944,195.8,702,12592.5,0.12,54100,9.9,148.025
2010,6,119927,33.213,80.772,193.9,894,12554.2,0.11,54482,7.8,151.519
2010,7,116011,29.876,80.438,193.9,572,12540.3,0.16,53941,9.0,142.279
2010,8,116011,28.604,81.119,197.2,592,12680.6,0.16,53941,9.4,142.279
2010,9,116783,32.669,81.119,195.8,632,12592.5,0.11,54482,9.3,143.916
2010,10,119927,34.23,80.606,194.2,605,12544.3,0.12,54569,9.6,142.173
2010,11,121084,32.669,81.299,199.7,552,12696.2,0.05,54341,9.5,141.66899999999998
2010,12,117181,29.512,80.438,198.9,565,12696.2,0.15,54569,9.3,141.64600000000002
2011,1,116783,33.213,81.299,201.1,520,12705.3,0.12,54482,8.8,137.531
2011,2,117181,33.213,81.119,201.1,615,12740.1,0.12,54569,9.1,140.155
2011,3,116783,29.512,81.119,199.7,591,12705.3,0.08,54401,9.2,139.981
2011,4,119927,34.23,80.606,202.6,549,12781.7,0.1,54482,9.0,140.179
2011,5,116011,32.669,80.606,201.1,549,12705.3,0.17,54341,9.1,137.15200000000002
